zone_id,sensor_id,pipe_id,timestamp,water_supplied_litres,water_consumed_litres,flow_rate_lps,pressure_psi,temperature_c,leak,latitude,longitude
Durg,S631,P7,2024-08-05 09:10:00,3504.76,3390.52,18.05,15.44,22.52,0,21.19025994486514,81.28554947568465
Bilaspur,S104,P80,2024-01-09 17:28:00,4706.61,4376.16,6.33,38.22,37.68,0,22.072458372505317,82.14267445541603
Bhilai,S663,P76,2024-04-11 08:58:00,3538.88,2602.44,46.29,31.23,26.18,0,21.20130652273368,81.42523320191806
Bilaspur,S585,P44,2024-09-28 09:02:00,817.84,764.91,17.39,28.87,37.71,0,22.07659793564031,82.14198709927143
Raipur,S861,P5,2024-01-11 16:44:00,2699.31,2496.34,43.09,50.07,30.24,0,21.25360159340176,81.62892836135518
Raipur,S813,P77,2024-06-18 21:16:00,4918.93,3665.15,23.56,52.17,21.36,1,21.25056670959868,81.63421914500793
Bhilai,S168,P49,2024-02-16 08:16:00,2085.06,1788.82,22.85,36.38,28.1,0,21.203649541013192,81.43523514599244
Raipur,S105,P66,2024-12-01 10:57:00,1340.32,1023.68,21.48,24.26,27.27,0,21.247453289578758,81.63861839415492
Durg,S800,P66,2024-02-07 23:30:00,2669.29,2560.74,24.41,26.29,34.33,0,21.191678095947758,81.28552005797198
Durg,S276,P59,2024-06-25 20:44:00,3851.82,3061.57,9.08,45.42,28.98,0,21.197543096105143,81.27585298194879
Bilaspur,S612,P42,2024-06-13 17:22:00,4300.88,3724.36,30.6,27.83,29.33,0,22.0881663745548,82.14362850090221
Raipur,S385,P19,2024-10-23 07:28:00,1970.04,1820.45,40.59,30.59,29.43,0,21.24281358947542,81.62489638440807
Bilaspur,S486,P4,2024-09-12 16:00:00,2314.22,1780.92,31.34,40.63,28.95,0,22.08938431500852,82.13148325653103
Raipur,S450,P32,2024-10-20 19:20:00,3036.49,2606.68,22.11,28.84,33.76,0,21.260235463320658,81.63684943134355
Raipur,S902,P75,2024-05-02 13:19:00,4350.09,3803.91,41.97,46.43,24.43,0,21.25882057028177,81.62816654123309
Bhilai,S624,P58,2024-04-24 01:32:00,2879.43,2549.08,13.83,39.34,37.37,0,21.20656080587922,81.42813325186266
Durg,S200,P42,2024-05-17 18:08:00,4905.24,4438.79,37.81,43.34,24.71,0,21.190289318179907,81.28610468186424
Bhilai,S871,P59,2024-08-21 20:09:00,1377.75,1189.51,14.0,27.37,26.11,0,21.21085510026517,81.42106227024763
Raipur,S814,P15,2024-03-29 23:40:00,3699.27,3441.68,43.74,16.08,22.26,0,21.25713964984073,81.62385809801542
Durg,S683,P77,2024-11-08 00:44:00,3031.35,2529.17,14.1,51.11,29.63,0,21.182892289972308,81.28284869225376
Raipur,S378,P24,2024-05-16 21:52:00,1803.64,1605.59,23.86,29.23,24.95,0,21.25057245096218,81.62922664021126
Raipur,S848,P20,2024-05-19 04:20:00,1507.04,1423.82,28.15,56.65,27.48,0,21.25542228941749,81.63421374752328
Bilaspur,S646,P51,2024-06-18 07:31:00,4540.52,4464.8,18.63,33.45,28.74,0,22.074139397195154,82.14703607048385
Durg,S997,P54,2024-10-25 22:29:00,1609.78,1258.06,40.11,44.92,30.86,0,21.192931991027372,81.27652492164947
Bilaspur,S359,P69,2024-04-03 23:02:00,1895.02,1816.43,45.56,37.69,33.6,0,22.084434042147926,82.1338550067151
Bhilai,S103,P27,2024-03-15 20:05:00,830.86,757.61,29.99,29.88,29.91,0,21.216398894794906,81.42525101608256
Durg,S224,P28,2024-04-15 02:59:00,2294.26,1654.74,33.67,49.79,20.1,0,21.19558510733388,81.28792287966284
Bhilai,S123,P69,2024-12-14 06:58:00,1159.38,990.89,27.27,24.74,35.94,0,21.207473672138928,81.4259349880449
Raipur,S775,P5,2024-09-08 06:34:00,3851.47,3182.67,29.66,21.12,27.87,0,21.245662191388536,81.63301906342338
Bilaspur,S261,P79,2024-12-24 09:42:00,3409.28,2958.36,38.61,25.05,23.77,0,22.082561416919912,82.14675394035775
Bilaspur,S733,P86,2024-02-09 05:33:00,1698.39,1573.21,8.25,36.65,20.33,0,22.08587647333118,82.14885719607383
Bilaspur,S237,P78,2024-03-13 05:26:00,3217.5,2569.72,36.5,37.66,23.23,0,22.07146764621618,82.12923670322418
Raipur,S662,P13,2024-06-10 01:33:00,893.22,851.6,21.66,20.24,27.28,0,21.252445395108317,81.62111889826726
Durg,S782,P40,2024-06-04 00:06:00,3333.14,2911.01,26.65,59.36,37.6,0,21.184289115112318,81.28268409927296
Durg,S993,P87,2024-09-21 10:59:00,951.74,675.58,23.41,50.76,29.04,0,21.19150488561038,81.29303310980967
Bilaspur,S508,P97,2024-04-02 18:41:00,962.96,730.21,44.55,57.28,37.32,0,22.08170740424212,82.14000703501497
Bilaspur,S643,P1,2024-03-31 13:46:00,2612.27,2098.95,49.77,35.73,32.7,0,22.078396929193325,82.13640359287261
Raipur,S346,P34,2024-02-24 14:07:00,2988.46,2972.57,11.77,26.56,31.59,0,21.249091092777828,81.62457053865575
Bilaspur,S929,P73,2024-07-15 18:01:00,2963.8,2775.88,36.85,19.38,25.71,0,22.074924761355238,82.1386111512517
Bilaspur,S395,P12,2024-12-11 20:31:00,854.34,651.36,30.81,51.99,26.84,0,22.07132597551902,82.14264533522294
Durg,S781,P78,2024-07-23 01:25:00,2276.27,1724.82,13.2,57.82,22.6,0,21.199998985020432,81.28149843888225
Durg,S655,P30,2024-03-26 20:30:00,4812.27,4215.47,39.04,50.58,35.39,0,21.184018148489937,81.28494321865921
Bilaspur,S758,P18,2024-10-20 19:17:00,2554.27,1870.19,46.0,25.41,34.04,0,22.07909934088889,82.14571350527332
Bilaspur,S585,P91,2024-05-04 14:43:00,1360.17,1199.36,44.13,53.77,22.57,0,22.083314272349025,82.14436303027031
Durg,S627,P3,2024-03-25 03:22:00,4934.88,3968.43,19.59,58.85,24.87,0,21.193083686925654,81.28420485446948
Bhilai,S677,P79,2024-05-08 08:54:00,4480.75,3722.67,27.33,17.34,24.23,0,21.206793503532445,81.43632363654903
Raipur,S261,P40,2024-01-10 03:36:00,1431.34,1046.87,26.61,51.99,24.76,0,21.24448022120333,81.63466717143817
Bhilai,S384,P84,2024-08-24 19:04:00,1752.31,1546.32,12.27,30.33,33.84,0,21.212619341182123,81.43773791006775
Raipur,S452,P43,2024-07-02 21:08:00,2143.28,2141.36,35.36,45.81,28.35,0,21.243699611027722,81.63125772946663
Durg,S206,P65,2024-03-03 01:09:00,3639.23,3577.38,47.16,58.36,37.59,0,21.186222511288012,81.28066762378499
Raipur,S803,P28,2024-03-25 15:59:00,1780.33,1771.76,6.07,38.3,22.25,0,21.24851226147757,81.63732596912233
Raipur,S664,P14,2024-11-05 12:53:00,3357.31,3109.82,44.07,39.02,30.76,0,21.24377623159055,81.63698572990376
Bilaspur,S738,P75,2024-03-03 11:34:00,1850.22,1537.66,15.58,17.3,37.92,0,22.087355013813667,82.133674639361
Bhilai,S720,P16,2024-03-05 08:01:00,1719.23,1442.81,25.95,59.55,35.54,0,21.206810485311014,81.4249732732763
Raipur,S954,P56,2024-11-30 04:31:00,1773.63,1730.61,12.04,47.72,34.52,0,21.24505645463882,81.62872602939083
Durg,S243,P47,2024-07-25 07:48:00,1767.5,1707.55,37.28,33.97,20.8,0,21.18560516458699,81.27844927445376
Bhilai,S405,P13,2024-06-14 01:06:00,1257.5,1202.0,38.72,40.31,21.42,0,21.204331517259003,81.43471931310413
Bilaspur,S135,P13,2024-05-21 06:10:00,3377.08,3188.41,30.7,45.06,25.07,0,22.088382534601816,82.14731511933603
Bilaspur,S279,P87,2024-03-19 06:19:00,964.9,760.84,9.36,42.06,22.53,0,22.084049519773266,82.13957514602275
Bhilai,S284,P12,2024-07-24 11:22:00,4517.87,3612.44,23.82,41.95,26.88,0,21.21724812992577,81.42193468887162
Durg,S400,P21,2024-09-27 11:53:00,2896.12,2435.64,31.71,22.37,31.86,0,21.195829727428055,81.28685629407573
Durg,S144,P94,2024-12-17 03:12:00,2945.15,2356.72,9.69,34.69,22.19,0,21.191277091816975,81.29134456054555
Bilaspur,S853,P35,2024-06-03 07:19:00,1592.0,1456.38,40.36,18.27,35.1,0,22.08938938202246,82.13807062771666
Bilaspur,S559,P22,2024-02-22 18:40:00,2705.52,2618.71,21.03,48.76,32.12,0,22.070063226718567,82.14340528716654
Raipur,S592,P56,2024-03-28 05:52:00,4550.42,3522.53,38.4,49.41,28.87,1,21.242599030210528,81.63351318852536
Bhilai,S526,P92,2024-11-02 05:40:00,1523.05,1110.38,7.71,35.18,26.94,0,21.20330999632104,81.42654491163309
Bilaspur,S120,P37,2024-07-05 13:38:00,1334.65,1071.13,29.56,39.89,32.28,0,22.08399656348135,82.14512899048107
Raipur,S577,P94,2024-11-12 01:41:00,4555.45,4067.49,16.92,56.02,21.54,0,21.254070505838794,81.62727064352246
Bilaspur,S916,P15,2024-11-24 04:02:00,3492.29,3375.45,8.76,49.3,28.87,0,22.087457049704017,82.13190396493032
Raipur,S541,P16,2024-12-09 08:54:00,2873.33,2348.4,15.76,29.66,34.17,0,21.247474968365697,81.62158138267517
Raipur,S187,P59,2024-09-22 09:04:00,2894.56,2239.71,45.44,50.9,36.88,0,21.251071741393393,81.63955490604882
Bilaspur,S913,P73,2024-08-13 22:02:00,1254.34,1242.95,33.11,25.66,36.36,0,22.08017460310576,82.13891542129637
Raipur,S914,P79,2024-07-26 22:57:00,3990.35,3776.73,38.71,51.0,32.56,0,21.258565864485618,81.63207337605849
Durg,S383,P53,2024-03-01 02:29:00,981.21,882.42,21.87,35.85,21.72,0,21.183835152663402,81.29099484055685
Bhilai,S248,P37,2024-10-10 15:05:00,3264.67,2999.62,37.63,42.97,29.14,0,21.213773697659956,81.43754547152041
Bhilai,S714,P45,2024-05-30 04:20:00,3809.63,3440.39,38.73,43.04,24.74,0,21.218086432189427,81.43290532392619
Durg,S371,P66,2024-01-30 06:51:00,1236.11,901.99,34.97,44.34,35.96,0,21.191520251508503,81.28726320131558
Bhilai,S644,P87,2024-10-15 18:00:00,1909.68,1884.99,49.92,35.27,31.96,0,21.212591488361223,81.43127695013787
Bilaspur,S857,P10,2024-05-29 00:13:00,2578.66,2183.44,43.57,23.02,29.96,1,22.074128369920825,82.12911528733935
Durg,S456,P49,2024-11-14 19:24:00,2605.59,2158.89,13.87,49.11,32.09,0,21.19426628416054,81.2942271846945
Durg,S715,P11,2024-09-03 07:30:00,4080.17,4046.44,26.37,52.4,28.13,0,21.182163896013364,81.2796450711456
Bhilai,S282,P93,2024-11-14 10:29:00,3036.09,2726.11,5.28,15.83,24.47,0,21.2113697073318,81.42561115936974
Durg,S227,P74,2024-02-26 06:10:00,1495.95,1393.75,14.0,32.46,27.01,0,21.190267601242585,81.28388862008407
Raipur,S447,P24,2024-01-19 16:33:00,3635.15,2697.69,33.43,45.4,34.85,0,21.243903404573615,81.62378665357825
Raipur,S866,P25,2024-02-01 08:56:00,1952.02,1379.67,18.11,21.82,26.83,0,21.248217596132392,81.6252041670691
Durg,S405,P24,2024-01-17 15:35:00,1156.43,1115.59,25.75,28.01,29.16,0,21.19321565319504,81.29222599731568
Raipur,S232,P53,2024-05-18 12:03:00,4833.96,4550.15,46.64,37.39,28.76,0,21.245081558121335,81.63018910544079
Durg,S351,P72,2024-10-12 16:21:00,1644.82,1591.45,7.99,38.26,28.58,0,21.195622952111606,81.27708920929871
Bilaspur,S539,P51,2024-02-08 16:00:00,2620.51,2445.2,39.74,38.92,22.65,0,22.08761189741656,82.13597427417561
Bilaspur,S455,P97,2024-02-08 19:31:00,3951.71,3027.45,41.83,29.25,24.38,0,22.086980587848547,82.13407344148796
Bilaspur,S865,P30,2024-07-27 16:41:00,2709.55,2433.56,43.28,38.65,29.06,0,22.086188224564015,82.1419153527602
Raipur,S535,P28,2024-11-30 06:26:00,4366.34,4129.52,35.09,32.05,31.8,0,21.26055649923538,81.63480170887817
Bilaspur,S462,P87,2024-01-19 17:48:00,2415.39,2206.34,20.17,25.22,28.14,0,22.084251493348134,82.14570607149271
Bhilai,S243,P43,2024-08-29 04:03:00,1415.01,1062.78,21.66,44.61,23.85,0,21.20959876624685,81.43376206421483
Raipur,S974,P4,2024-07-15 12:47:00,3434.37,2879.84,21.35,26.04,29.43,0,21.255958071594357,81.63416444158051
Bilaspur,S440,P18,2024-11-15 18:39:00,1597.24,1527.64,22.83,27.55,35.83,0,22.08152795063076,82.1351301656829
Bhilai,S167,P87,2024-03-20 16:13:00,1232.41,870.37,5.73,56.75,28.47,0,21.209547730802058,81.42464318156054
Bilaspur,S241,P66,2024-05-18 04:17:00,3109.62,2727.83,40.74,36.51,28.18,0,22.073449371164376,82.13062143863168
Bhilai,S279,P96,2024-01-08 02:11:00,3955.71,3361.39,45.73,16.58,25.34,1,21.20514026383205,81.4210915543324
Bhilai,S576,P21,2024-06-13 22:16:00,4428.21,4059.2,44.25,55.65,35.24,0,21.2019089772193,81.42329835242772
Durg,S394,P47,2024-05-01 10:36:00,2884.22,2197.96,48.24,39.86,25.43,0,21.188694393382892,81.27567679092829
Bhilai,S950,P62,2024-03-18 15:27:00,2340.49,2207.19,29.05,20.42,23.47,0,21.21100646793258,81.43572298873795
Bhilai,S536,P82,2024-11-26 04:31:00,2802.89,2613.35,16.71,28.22,24.97,0,21.211677637917838,81.4361235402016
Bilaspur,S255,P17,2024-10-23 02:20:00,2049.33,1923.27,34.23,39.05,33.2,0,22.084667245971715,82.13630562146304
Durg,S222,P63,2024-08-17 17:21:00,2410.01,1717.44,19.49,40.29,23.89,0,21.18163213341143,81.27896528059401
Durg,S446,P59,2024-10-11 10:27:00,1327.58,1230.37,30.96,55.48,29.62,0,21.19886089036775,81.27691796006272
Durg,S585,P72,2024-12-15 23:23:00,4597.72,4272.86,24.75,58.32,24.69,0,21.181446485190076,81.2860707224142
Durg,S298,P63,2024-08-02 13:23:00,4492.66,3862.05,20.87,35.21,21.99,0,21.183226518003558,81.2828990062583
Raipur,S791,P7,2024-12-15 21:50:00,3165.82,2968.61,47.67,19.59,32.98,1,21.25107231095122,81.6377550509398
Bilaspur,S682,P47,2024-09-02 04:44:00,1043.71,791.23,17.03,34.26,31.04,0,22.08373199701052,82.13664693411464
Bhilai,S103,P93,2024-11-21 09:31:00,2399.68,2123.4,38.26,58.51,27.64,0,21.205635209960203,81.43001404243033
Durg,S707,P68,2024-06-15 16:50:00,1449.06,1288.2,49.76,19.06,35.8,1,21.193598014144552,81.28835305001598
Raipur,S891,P9,2024-02-10 05:32:00,3007.21,2732.03,19.74,44.25,24.22,0,21.241521381084443,81.62643348907335
Raipur,S887,P77,2024-06-23 11:21:00,4935.4,4921.05,13.85,15.78,29.1,0,21.244079644388197,81.62347212110178
Bilaspur,S856,P73,2024-10-18 00:47:00,1319.84,935.62,27.75,51.9,37.35,0,22.08570701190283,82.14732390728297
Durg,S954,P60,2024-10-15 04:02:00,3140.55,2902.68,23.92,50.25,27.59,0,21.187511196723836,81.2935105516
Bhilai,S721,P41,2024-04-01 07:03:00,2661.11,1939.88,46.87,55.66,25.86,0,21.207699027851135,81.43834670270337
Bilaspur,S553,P80,2024-09-17 08:24:00,4703.32,3993.64,26.52,19.34,22.48,0,22.085600799370628,82.14882655638358
Raipur,S116,P95,2024-01-31 09:08:00,2985.65,2293.57,19.5,17.44,28.69,0,21.249097479401563,81.62500363159467
Raipur,S872,P69,2024-10-25 10:54:00,2461.08,2018.32,10.01,27.38,28.98,0,21.250664093051906,81.62750812230854
Raipur,S965,P53,2024-08-03 22:41:00,2562.63,1949.78,32.87,53.96,30.27,0,21.244144909059127,81.63360483048393
Raipur,S466,P89,2024-06-29 08:28:00,2188.65,1847.02,9.69,51.03,32.01,0,21.250378114566068,81.62803454393159
Bhilai,S677,P53,2024-07-02 22:28:00,887.63,873.09,23.34,50.83,24.52,0,21.21640950400595,81.42327100285347
Bhilai,S273,P59,2024-07-08 03:46:00,3095.39,2764.71,37.9,17.79,31.25,0,21.207126393973734,81.43508716483987
Durg,S876,P5,2024-11-04 11:39:00,3803.68,3598.74,12.03,52.39,22.06,0,21.188184772862687,81.28838982681255
Bhilai,S411,P13,2024-12-05 21:21:00,3233.07,2828.92,40.86,47.64,24.51,0,21.21863546045305,81.43422870718729
Bilaspur,S714,P61,2024-02-28 09:53:00,1783.11,1612.81,5.62,16.36,34.43,0,22.074229720365732,82.12990402014428
Bilaspur,S415,P55,2024-03-21 02:41:00,3096.96,3025.51,28.77,23.26,35.15,0,22.07633394028123,82.14564566924483
Bilaspur,S269,P80,2024-08-25 14:24:00,3459.24,3178.87,7.9,54.1,28.27,0,22.074440801947894,82.13946528924558
Bhilai,S367,P9,2024-07-18 20:42:00,3645.88,3336.98,30.61,18.98,20.17,0,21.20321461179618,81.43754353174437
Bilaspur,S573,P61,2024-05-04 09:17:00,4509.75,4019.79,19.11,16.4,20.38,0,22.084893353457222,82.14235105907021
Durg,S323,P44,2024-09-12 04:06:00,4879.26,3894.0,20.8,16.13,20.9,0,21.18370142444559,81.29263341359761
Durg,S644,P75,2024-07-31 12:44:00,3531.74,2871.5,47.69,24.0,21.98,0,21.200000470117995,81.29145420334716
Durg,S641,P81,2024-10-11 12:26:00,4498.28,3162.48,39.64,25.65,37.36,0,21.18102508536522,81.27753557343797
Bilaspur,S850,P45,2024-04-26 21:40:00,4447.06,3655.8,16.07,50.08,36.09,0,22.08608991125874,82.14123521155456
Bilaspur,S250,P16,2024-07-12 10:12:00,2901.85,2534.24,44.31,15.84,37.27,1,22.076089362876495,82.13752962805457
Durg,S679,P100,2024-11-03 02:20:00,1693.21,1516.74,21.72,33.28,33.46,0,21.198300599388617,81.28720621831702
Raipur,S748,P62,2024-02-13 20:32:00,847.92,652.29,29.83,20.91,20.91,0,21.25763720910126,81.62189970466471
Raipur,S936,P3,2024-01-08 21:23:00,3387.19,2727.37,40.85,39.31,33.11,0,21.241415654504653,81.63865689433584
Durg,S710,P85,2024-11-28 21:43:00,2926.25,2150.28,42.58,59.83,31.19,0,21.188730520143384,81.29309780380181
Bilaspur,S375,P58,2024-05-31 11:45:00,3439.18,3382.93,9.53,47.91,20.6,0,22.07468998025787,82.12916376953689
Bhilai,S534,P73,2024-01-18 12:31:00,3107.74,2424.38,15.07,47.56,36.67,0,21.214361801299486,81.42219319138637
Bilaspur,S838,P24,2024-07-29 12:05:00,1572.92,1275.79,41.19,56.94,25.95,0,22.080451314637287,82.14698560341907
Bilaspur,S440,P58,2024-07-11 09:56:00,3598.32,3189.55,31.66,22.47,25.4,0,22.07870583594931,82.1332808610531
Bhilai,S210,P54,2024-02-29 21:30:00,4871.07,3776.19,19.58,16.48,33.2,1,21.21299276547799,81.42566545134343
Raipur,S151,P63,2024-07-01 16:46:00,2672.85,2621.84,19.63,24.96,36.78,0,21.24174874485331,81.61996361301888
Bilaspur,S986,P31,2024-06-01 21:00:00,4278.39,3741.79,10.7,22.68,21.01,0,22.076588561372517,82.13659748845939
Raipur,S580,P87,2024-03-31 03:57:00,1221.75,884.22,23.23,50.07,21.76,0,21.245815428252765,81.62035435977089
Durg,S419,P79,2024-05-28 03:42:00,830.18,693.57,32.2,41.89,32.43,0,21.190213800366717,81.27617047606745
Durg,S246,P38,2024-03-03 17:26:00,2638.4,2579.77,31.37,40.49,30.23,0,21.197015327463514,81.2912648432024
Raipur,S295,P16,2024-05-15 05:17:00,2520.59,2488.0,13.54,33.98,22.64,0,21.25347271730723,81.63298531348794
Raipur,S734,P100,2024-02-09 13:21:00,2826.88,2126.47,27.13,19.95,22.75,0,21.257541005295305,81.6360000062305
Raipur,S436,P83,2024-01-25 05:43:00,2430.19,1840.29,7.31,42.34,33.79,0,21.250273229315006,81.62699580939554
Bilaspur,S957,P90,2024-05-12 16:15:00,1258.15,1064.86,9.97,58.51,31.75,0,22.083489011933167,82.1314792330995
Bilaspur,S857,P24,2024-04-13 14:22:00,1293.28,1034.22,46.44,49.88,29.99,0,22.08029360528285,82.13262790732972
Bhilai,S142,P23,2024-07-27 16:55:00,3862.98,3516.39,37.15,46.29,30.78,0,21.217881308906108,81.42050428194793
Raipur,S664,P23,2024-12-23 22:45:00,2523.12,2243.91,31.02,59.44,30.32,0,21.257584274603943,81.6377807859855
Raipur,S189,P63,2024-11-21 03:58:00,4164.94,3928.28,9.08,28.22,33.76,0,21.248642757329634,81.62593956498974
Raipur,S213,P23,2024-01-15 21:47:00,1502.26,1265.52,29.62,32.12,28.29,0,21.254054901142943,81.62701103973282
Bhilai,S455,P34,2024-03-14 06:51:00,2460.51,2143.68,37.68,54.4,28.72,0,21.19980215214062,81.42781742799598
Bhilai,S663,P100,2024-09-06 08:26:00,3833.18,3397.44,48.55,59.73,32.15,0,21.214841923265578,81.43597267143502
Bilaspur,S785,P24,2024-07-02 18:21:00,3499.61,3444.63,32.18,30.69,23.6,0,22.08757181153496,82.13055164011841
Durg,S662,P32,2024-07-19 09:14:00,2220.22,1694.77,18.86,50.41,22.22,0,21.190204794481776,81.28571363615566
Bilaspur,S257,P38,2024-08-04 21:17:00,4758.26,3492.1,48.87,56.05,26.99,1,22.074278863764093,82.14669303355387
Raipur,S360,P46,2024-12-26 16:29:00,4923.53,4274.63,6.97,23.57,28.16,0,21.255983586074517,81.63847023293286
Bhilai,S938,P23,2024-04-12 20:53:00,2219.3,1741.17,44.93,24.41,32.37,1,21.201028862827076,81.42765384660119
Durg,S348,P25,2024-07-14 06:30:00,3781.34,3475.1,30.45,36.2,21.25,0,21.1930743353815,81.27990478447319
Bilaspur,S185,P84,2024-01-05 08:20:00,3414.61,2569.62,34.98,20.21,27.23,0,22.084446256254342,82.14543797721198
Bilaspur,S725,P23,2024-12-23 04:21:00,1637.29,1211.08,26.78,56.77,28.35,0,22.080315466057773,82.13041400360929
Raipur,S305,P72,2024-10-09 05:34:00,4046.57,3185.15,17.54,37.37,35.97,0,21.25051656104153,81.6280619700245
Bhilai,S556,P32,2024-02-18 13:19:00,3897.38,3163.33,29.03,58.5,33.67,0,21.21589623819752,81.4373352559378
Raipur,S281,P44,2024-11-13 13:43:00,2240.07,2023.56,49.61,34.13,35.08,0,21.25396206319802,81.6328461887315
Raipur,S551,P75,2024-12-01 20:50:00,2814.53,2689.52,24.45,23.13,25.03,0,21.249792404544063,81.62763439963608
Durg,S216,P26,2024-01-29 10:41:00,3102.17,2172.56,24.99,23.67,30.91,0,21.190375916403973,81.28218310063222
Bilaspur,S498,P53,2024-11-04 04:01:00,3829.22,2941.56,18.97,36.28,30.87,0,22.079627694486366,82.14419882904116
Durg,S682,P7,2024-02-07 03:11:00,923.88,705.39,48.69,18.69,33.73,1,21.186794581934937,81.28339396357701
Bhilai,S259,P51,2024-09-02 05:52:00,2761.76,2747.69,18.38,50.84,36.08,0,21.209095770568506,81.42345208742259
Bhilai,S920,P71,2024-09-15 09:04:00,3308.8,3278.99,33.21,22.84,23.61,0,21.21699307680507,81.42062453230682
Durg,S630,P96,2024-08-10 11:49:00,2358.95,2325.49,9.78,26.41,21.87,0,21.18077955385032,81.28053971775599
Bhilai,S302,P34,2024-01-17 06:06:00,925.6,678.12,12.84,16.07,28.71,0,21.214843255435493,81.4207438261439
Durg,S875,P30,2024-07-04 11:11:00,1770.94,1411.04,7.29,45.91,35.71,0,21.188211937282045,81.2751587789021
Bilaspur,S994,P31,2024-06-03 09:43:00,2837.15,2449.11,34.29,58.06,37.19,0,22.081626972783454,82.13801393749353
Bilaspur,S841,P21,2024-06-03 21:51:00,3018.58,2956.76,35.88,42.47,34.54,0,22.07357521340759,82.14717008795931
Bilaspur,S655,P99,2024-03-09 05:44:00,4935.0,4078.76,29.65,46.5,36.68,0,22.071041282626663,82.14433400270462
Bhilai,S666,P66,2024-10-23 14:47:00,4164.14,3573.42,7.9,29.21,32.25,0,21.217548645157944,81.42279692458776
Durg,S634,P71,2024-11-23 02:56:00,4208.74,3758.11,19.11,52.98,31.73,0,21.181841257546864,81.27500870272746
Durg,S840,P44,2024-01-09 16:28:00,1627.75,1598.24,38.91,35.38,33.79,0,21.183249640093276,81.28983390740696
Durg,S298,P24,2024-04-02 05:50:00,3199.14,2787.88,32.29,26.24,28.66,0,21.192351025128396,81.28501958664849
Raipur,S344,P5,2024-12-12 09:56:00,3512.82,2971.42,26.62,20.17,22.15,0,21.25534382002079,81.63451225924257
Bhilai,S660,P89,2024-01-21 05:29:00,4325.43,3440.07,24.15,48.89,32.09,0,21.212444984509034,81.42259554731632
Bhilai,S618,P64,2024-10-16 09:31:00,1771.75,1680.91,45.44,46.5,25.93,0,21.214792564214083,81.43174415169688
Bilaspur,S192,P85,2024-09-26 12:48:00,3570.52,3180.73,30.26,54.43,24.15,0,22.080309344236106,82.1465481273794
Bhilai,S839,P77,2024-05-06 00:09:00,3718.0,3537.92,35.29,27.2,21.71,0,21.205547302707796,81.4303141654872
Bilaspur,S520,P84,2024-12-29 14:45:00,4344.02,3559.88,8.59,30.14,20.38,0,22.07217756225241,82.1310688679545
Raipur,S272,P76,2024-06-29 09:21:00,1691.19,1246.66,6.2,34.61,37.01,0,21.253320810073813,81.6234786223899
Bhilai,S311,P95,2024-09-15 21:16:00,1079.03,872.13,20.77,53.41,29.13,0,21.202216593659774,81.42378483178875
Raipur,S305,P20,2024-07-16 06:34:00,3530.47,2712.32,48.46,38.69,32.2,0,21.256345436345047,81.63765833157932
Durg,S128,P96,2024-03-25 21:41:00,2337.68,2196.56,9.96,48.16,21.84,0,21.193969339433984,81.28178027559393
Durg,S939,P53,2024-08-20 11:55:00,3927.18,3095.43,25.79,48.1,34.33,0,21.190553914510907,81.28892336946518
Bhilai,S463,P21,2024-04-21 19:27:00,1050.99,1025.22,44.48,16.87,20.1,1,21.216760697368557,81.43794297314365
Durg,S377,P84,2024-01-04 01:57:00,3895.73,3862.37,6.65,51.3,32.03,0,21.194749535658822,81.28322391790206
Durg,S327,P37,2024-09-03 06:55:00,2672.72,2380.5,29.97,16.6,37.3,0,21.194677614363542,81.2807353127751
Durg,S597,P74,2024-08-10 19:34:00,3997.57,2931.23,5.94,16.98,29.36,1,21.187612120372926,81.29257994517454
Raipur,S314,P44,2024-10-11 19:43:00,3529.47,2929.04,41.12,43.8,24.22,0,21.24396401645596,81.62001554371143
Raipur,S757,P47,2024-12-20 22:40:00,2327.03,2073.55,34.86,50.39,20.28,0,21.260787749849744,81.63776104270738
Bilaspur,S898,P31,2024-06-20 02:31:00,4104.08,3304.68,33.1,33.52,30.72,0,22.088585290063,82.1408459878859
Durg,S205,P72,2024-08-05 13:31:00,2298.26,1732.13,43.65,53.31,36.93,0,21.184106806630034,81.28770344560101
Bilaspur,S585,P100,2024-02-27 11:18:00,4573.91,3820.87,6.29,53.38,20.01,0,22.0814518996451,82.14718629330258
Bilaspur,S578,P67,2024-06-13 14:55:00,1548.63,1436.89,30.12,42.36,23.35,0,22.080452794957875,82.13225980716626
Durg,S430,P23,2024-04-08 21:48:00,4027.01,3020.0,28.43,32.08,30.5,0,21.184393531876662,81.27570279092684
Raipur,S613,P35,2024-06-16 01:10:00,4545.31,4488.52,24.33,52.05,22.49,0,21.25671375052206,81.63666636438566
Bilaspur,S402,P34,2024-12-09 20:03:00,3652.29,3210.86,21.31,38.66,35.55,0,22.08826446129479,82.13233412806406
Raipur,S735,P19,2024-09-15 18:55:00,2825.0,2087.5,24.02,40.24,28.87,0,21.251954549550597,81.63212539609852
Durg,S171,P18,2024-12-19 22:12:00,3145.13,2338.85,19.82,28.96,30.17,0,21.18472406479042,81.28372884036978
Durg,S699,P74,2024-01-23 07:04:00,2845.45,2108.49,39.71,33.57,27.54,0,21.190191210701244,81.27695212817666
Bhilai,S916,P74,2024-09-11 20:28:00,4476.24,4444.42,19.75,33.37,35.68,0,21.20435673219609,81.42404446560646
